id,type,name,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,users_rated,average_rating,bayes_average_rating,total_owners,total_traders,total_wanters,total_wishers,total_comments,total_weights,average_weight
16587,boardgame,I Spy Rhyme-A-Thon,2002,2,4,20,20,20,5,1,5.5,0,3,0,0,0,1,0,0
16588,boardgame,Pokmon Silph Co.,2000,2,4,30,30,30,7,2,6,0,7,2,0,3,0,0,0
16589,boardgame,Pokmon Tower,2000,2,4,30,30,30,7,2,7,0,7,1,1,3,2,0,0
16590,boardgame,Pokmon S.S. Anne Game,2000,2,4,30,30,30,7,5,6.7,0,6,0,0,3,1,0,0
16591,boardgameexpansion,Victory By Any Means Source: Wars of the Kuissians and Boltians,2005,2,10,300,300,300,12,6,8.66667,0,26,1,1,1,1,0,0
16592,boardgame,Neighborhood Hike,2001,2,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0
16593,boardgame,Cosmic Critters:  Consonant Blends,1998,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0
16594,boardgame,Mapping the Town,1994,1,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0
16595,boardgameexpansion,ASL Journal #2,2000,2,2,0,0,0,12,95,8.30947,5.84359,589,8,15,21,34,10,4.7
16596,boardgame,Jetan,1922,2,2,60,60,60,10,11,6.89091,0,16,0,0,4,11,1,4
16597,boardgameexpansion,Fantasy Warriors Companion,1992,2,2,0,0,0,12,9,7.77778,0,25,0,2,1,3,2,3
16598,boardgame,The Time-Life Library of Curious & Unusual Facts,1990,1,6,60,60,60,0,0,0,0,5,1,0,0,0,0,0
16599,boardgame,Pharsalus,1977,2,2,6,6,6,0,9,6.44444,0,39,2,2,3,6,2,2.5
16600,boardgame,Robert the Bruce,1978,2,6,15,15,15,10,9,6.21111,0,17,2,7,7,6,3,3.3333
16601,boardgame,Star Trek: The Invasion of Klingon Empire,1982,2,4,240,240,240,0,2,8,0,5,0,6,15,3,1,4
16603,boardgame,Indian Ocean Adventure,1978,2,2,120,120,120,12,7,5.42857,0,46,2,5,2,10,2,2
16604,boardgame,One Tub Bilge,1981,2,2,5,5,5,12,3,5.66667,0,5,0,2,1,1,1,1
16605,boardgame,The Way of the Warrior,1984,2,2,120,120,120,12,1,8,0,2,0,0,0,0,0,0
16606,boardgame,Spinette,1932,2,4,0,0,0,0,0,0,0,3,0,0,1,0,0,0
16607,boardgame,El Paso,1998,3,6,10,10,10,10,2,5,0,10,0,0,0,8,1,2
16608,boardgame,Jewels in the Attic,1992,2,18,30,30,30,8,22,6.31818,0,57,3,6,11,19,3,1.3333
16609,boardgame,Scaventure,1999,0,0,0,0,0,0,3,3.33333,0,6,0,0,0,4,0,0
16610,boardgame,Scaventure Kids,2001,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
16611,boardgame,Telly Addicts,1986,2,6,0,0,0,0,2,3,0,7,0,0,1,0,1,1
16612,boardgame,Viersprong,1987,2,4,15,15,15,7,19,4.86842,0,43,1,1,2,6,3,1
16613,boardgame,A Question of Pop,2004,2,12,0,0,0,10,0,0,0,1,0,0,1,0,0,0
16614,boardgame,A Question of Sport,1986,2,6,0,0,0,14,5,4,0,9,1,0,0,3,1,3
16615,boardgame,Questillo,1995,2,2,30,30,30,0,2,6,0,8,0,0,0,3,0,0
16616,boardgame,The Battle of Brandywine,1976,2,2,180,180,180,12,2,7,0,14,1,6,4,1,1,1
16618,boardgame,Centipede: A Cardcade Game,1999,2,2,10,10,10,5,1,3,0,2,0,0,0,0,0,0
16619,boardgame,War Stories,2005,2,2,30,30,30,12,11,3.82727,0,22,1,0,1,9,1,2
16621,boardgameexpansion,Heroscape Expansion Set: Jandar's Oath,2005,2,4,60,60,60,8,443,7.65047,6.30359,1277,40,102,89,232,48,2.3958
16624,boardgame,The Battle for the Philippines: Bataan,1973,2,2,0,0,0,12,2,6.25,0,5,0,0,0,1,0,0
16625,boardgame,Bio One,1974,0,0,0,0,0,12,5,5.6,0,21,1,2,5,6,2,3
16626,boardgame,Evangelion CCG,1998,2,5,60,60,60,0,3,7.33333,0,9,0,6,10,2,1,4
16627,boardgame,The Royle Family,2000,2,6,0,0,0,0,2,4,0,7,0,0,1,2,0,0
16628,boardgame,"The Royles ""My Arse"" Game",1998,2,6,0,0,0,0,2,5.5,0,3,0,0,0,1,0,0
16629,boardgame,Ript,2004,2,4,90,90,90,0,4,6,0,6,2,0,0,0,0,0
16630,boardgame,Dr. Futsch,1984,2,6,0,0,0,8,5,4.4,0,16,1,0,1,5,1,3
16631,boardgame,Global Pursuit,0,2,5,0,0,0,10,6,4.91667,0,12,0,0,0,4,1,1
16632,boardgame,GOPS,0,2,3,10,10,10,6,17,5.08824,0,9,0,0,0,12,6,1.8333
16633,boardgame,Spider-Man Vs. Doc Ock,2003,2,6,0,0,0,7,5,2.8,0,14,3,0,0,2,1,1
16634,boardgame,Cyberpunk Episode I: The Battle For Cyber-dump,2004,2,2,60,60,60,12,0,0,0,0,0,3,4,1,0,0
16635,boardgame,Super Cricket,2000,2,22,120,120,120,6,5,7.2,0,16,0,3,4,4,0,0
16636,boardgame,Only Fools and Horses,1990,2,6,0,0,0,10,8,6.1875,0,14,1,0,1,3,1,3
16637,boardgame,Sypil,0,2,2,30,30,30,0,0,0,0,2,0,0,0,0,0,0
16638,boardgame,La Forteresse,1978,2,2,30,30,30,0,2,6,0,5,0,0,1,1,0,0
16639,boardgame,Le D En Folie,1990,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0
16640,boardgame,Monster Squash,1980,1,0,30,30,30,10,6,6,0,13,1,1,0,2,1,2
16642,boardgame,Big Breakfast Vital Statistics,0,2,2,0,0,0,10,0,0,0,2,0,0,1,1,0,0
16644,boardgame,On the Buses,1973,2,4,0,0,0,0,9,4.66667,0,15,0,0,1,5,1,2
16645,boardgameexpansion,"Car Wars Supplement, The AADA Vehicle Guide",1984,0,0,0,0,0,10,70,6.58214,5.59726,204,7,5,5,16,5,2.8
16647,boardgame,Form Line of Battle,1987,2,2,120,120,120,12,9,7.61111,0,14,0,0,7,7,2,2.5
16648,boardgame,O Jogo Legal,2004,2,2,120,120,120,0,2,7,0,1,1,1,2,1,0,0
16650,boardgameexpansion,Security Station,1980,1,0,180,180,180,12,19,6.44737,0,119,4,9,8,15,2,2.5
16651,boardgameexpansion,Master of the Amulets,1981,1,0,180,180,180,12,16,5.625,0,122,4,11,6,15,0,0
16652,boardgame,Game of Catch,1970,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0
16653,boardgame,Know Canada's Heroes,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16654,boardgame,Oh! Canada,1974,4,4,0,0,0,0,4,3,0,3,1,0,1,5,4,1
16655,boardgame,Quick Draw McGraw Card Game,1961,0,0,0,0,0,6,0,0,0,2,1,0,1,0,0,0
16656,boardgame,Quick Draw McGraw Board Game,1981,2,4,0,0,0,6,1,4,0,2,0,1,0,1,0,0
16657,boardgame,Game of Rebellion,1900,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16658,boardgame,Star Hooks,1982,2,8,30,30,30,8,1,6,0,2,0,0,0,0,0,0
16659,boardgame,Teed Off,1983,2,4,30,30,30,10,1,6.6,0,3,0,0,0,0,0,0
16660,boardgame,Archieball,1960,2,4,0,0,0,10,1,4.6,0,3,1,0,1,1,0,0
16661,boardgame,Trade Wars,1992,2,5,1,1,1,8,1,5,0,2,0,1,0,0,0,0
16662,boardgame,Great Divide,0,2,4,1,1,1,10,2,6.5,0,8,0,2,1,1,0,0
16663,boardgame,Dora the Explorer Scavenger Hunt Game,2004,2,2,30,30,30,6,2,4.5,0,1,0,0,1,2,2,1
16664,boardgame,Read'em,2004,2,12,0,0,0,10,6,4.5,0,32,5,0,0,7,1,1
16665,boardgame,Seejeh,1975,2,2,30,30,30,10,3,5.66667,0,26,1,3,4,5,0,0
16667,boardgameexpansion,Treasure of the Silver Dragon,1980,1,6,180,180,180,12,28,5.96429,0,146,7,6,3,16,2,2
16668,boardgameexpansion,Treasure of Unicorn Gold,1981,1,6,1,1,1,12,23,5.70435,0,135,6,8,4,12,1,1
16669,boardgame,Lotto: The Friendly Farm,2004,2,6,15,15,15,4,2,5,0,4,0,0,0,1,2,1
16670,boardgame,"Sir Hinkle Funny-Duster, the Comical Game",1903,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16671,boardgame,Munsters Drag Race Game,1965,2,4,20,20,20,7,0,0,0,1,0,4,6,1,0,0
16672,boardgameexpansion,Gear Krieg: African Theater,2000,2,2,0,0,0,12,6,6,0,28,2,0,0,1,0,0
16673,boardgame,"Over the Top, Command Decision Series Game",1990,0,0,0,0,0,12,23,6.93478,0,81,4,1,2,8,2,3
16675,boardgame,The Full Monty,1998,2,6,0,0,0,16,1,6,0,5,0,0,0,0,0,0
16676,boardgame,Ad-Mad,1994,2,8,0,0,0,10,5,4.5,0,18,0,1,0,2,1,1
16677,boardgame,Top Gear Motorsport,1993,2,6,0,0,0,14,1,8,0,6,2,0,1,1,0,0
16678,boardgame,Micro Fleet: World War I,1976,2,10,180,180,180,12,11,5.77273,0,36,0,2,1,3,3,3
16679,boardgame,Pirater & Skatter,0,2,4,20,20,20,7,3,4,0,5,0,0,0,0,0,0
16680,boardgame, la carte,0,2,2,45,45,45,14,7,5.42857,0,15,0,0,0,5,0,0
16681,boardgame,Fame Game,2004,3,6,45,45,45,9,1,3,0,3,0,0,0,0,0,0
16682,boardgame,Magnus Magnusson the Quizmaster,1983,2,2,0,0,0,12,5,6.8,0,9,0,1,0,2,1,2
16683,boardgame,Sign It!,1996,2,6,0,0,0,0,0,0,0,3,0,1,0,0,0,0
16684,boardgame,I Giochi del 2000: Posto di Combattimento,1996,2,2,0,0,0,12,3,6,0,10,0,2,1,0,1,2
16685,boardgame,Solomon's Treasure,1988,2,6,60,60,60,8,7,5.28571,0,9,1,1,1,2,1,1
16686,boardgame,Quick Draw McGraw Private Eye Game,1960,2,4,0,0,0,5,0,0,0,1,0,0,0,1,0,0
16687,boardgame,Spider-Man 2 Make a Match Game,2002,2,4,0,0,0,3,4,4.75,0,6,0,0,0,3,3,1.3333
16690,boardgame,Diabological,1986,2,2,15,15,15,0,2,2.5,0,8,0,0,2,0,0,0
16691,boardgame,The Addams Family: Find Uncle Fester! Card Game,1991,2,6,0,0,0,8,10,5.2,0,23,1,0,1,3,1,1
16692,boardgame,Strategy Rummy,1968,2,4,0,0,0,10,0,0,0,6,1,0,0,0,0,0
16694,boardgameexpansion,Heroscape Expansion Set: Orm's Return ,2005,2,4,60,60,60,8,717,7.60801,6.54551,1978,87,52,44,326,63,2.3016
16695,boardgame,Griddly Headz: Hockey Game,2007,2,4,40,40,40,10,4,7,0,7,2,1,1,3,0,0
16696,boardgame,Always Play Fair!,2004,2,6,20,20,20,6,0,0,0,0,0,0,2,0,0,0
16697,boardgame,Kiss My Rules!,2005,4,8,60,60,60,12,3,5.66667,0,7,1,0,0,2,1,2
16698,boardgame,Iron Cow 2103AD,2002,2,10,120,120,120,10,4,6.75,0,10,1,0,1,3,3,2.3333
16700,boardgame,Take a Gamble,2004,2,8,60,60,60,19,19,5.71053,0,47,4,0,1,12,5,1.6
16701,boardgame,Birthday Gamesake,2004,2,100,60,60,60,7,0,0,0,0,0,0,1,0,0,0
16702,boardgame,Christmas Gamesake,2004,2,4,60,60,60,7,0,0,0,6,0,0,0,2,0,0
16703,boardgame,Trick Track Troll,2002,2,6,45,45,45,6,6,3.33333,0,16,1,0,1,3,2,2.5
16704,boardgame,AirWar: 1918,2008,2,6,2,2,2,10,1,6,0,2,0,1,1,1,1,3
16705,boardgame,AirWar: C21 Lite,2008,2,6,2,2,2,12,13,7,0,23,1,3,8,8,4,2
16706,boardgame,Firewall 2136AD,0,2,6,2,2,2,10,2,7.5,0,2,0,1,0,0,1,3
16707,boardgame,Futbowel,0,2,2,2,2,2,14,0,0,0,6,0,0,2,0,0,0
16708,boardgame,Gangland,2003,2,2,2,2,2,12,3,5.33333,0,7,0,0,1,1,0,0
16709,boardgame,Hellfire,0,2,2,2,2,2,12,3,7.66667,0,8,0,1,4,2,1,3
16710,boardgame,Panzerfuste,0,2,2,0,0,0,12,1,6,0,6,2,0,1,0,0,0
16711,boardgame,Ranke & Vyle,0,2,2,2,2,2,12,1,6,0,2,0,0,0,0,0,0
16712,boardgame,Scudbusters II: Return to Iraq,2003,2,2,2,2,2,12,1,7,0,6,0,0,1,1,0,0
16713,boardgame,Strange Grogge,0,2,2,2,2,2,12,0,0,0,0,0,0,0,0,0,0
16714,boardgame,Strange Tydes,0,2,2,2,2,2,12,1,8,0,1,0,1,0,0,0,0
16715,boardgame,Voyages Extraordinaires,0,2,2,30,30,30,12,3,6.66667,0,8,0,1,1,1,0,0
16716,boardgame,Squadron Commander 3600,1997,2,12,90,90,90,12,0,0,0,5,1,0,0,1,0,0
16717,boardgame,Ancient Board Games,1997,2,2,0,0,0,6,5,5.4,0,20,0,0,3,4,0,0
16718,boardgame,Fuzzy Heroes,1992,0,0,0,0,0,6,19,6.80263,0,64,1,2,8,11,0,0
16721,boardgame,Star Hop: Game of the Cosmos,1981,2,4,45,45,45,10,6,5.66667,0,19,1,2,1,4,1,1
16723,boardgame,Crystal Maze,1991,2,4,0,0,0,8,23,4.31304,0,47,3,3,5,13,6,1.1667
16724,boardgame,The Tequila Game,2003,2,8,60,60,60,18,0,0,0,9,1,0,0,1,0,0
16725,boardgame,The Vodka Party Game,2003,2,8,60,60,60,18,1,1,0,7,0,0,2,0,0,0
16726,boardgame,The Beer Game,1999,2,4,60,60,60,16,16,5.175,0,64,4,0,1,7,4,1.25
16729,boardgame,A Night at the Dogs,2003,2,8,10,10,10,10,6,6.66667,0,24,2,2,3,4,2,1.5
16730,boardgame,Derby Dog Race Game,1920,2,6,30,30,30,10,1,5,0,1,0,1,3,0,0,0
16731,boardgame,Movie Mystery: Raiders of the Tomb of Death,2003,6,10,120,120,120,8,0,0,0,0,0,0,1,0,0,0
16732,boardgame,Movie Mystery: Never Die Forever Again,2003,6,10,120,120,120,16,1,6,0,0,0,0,0,0,0,0
16733,boardgame,Movie Mystery: The Sinking of the S.S Titania,2003,6,10,120,120,120,16,0,0,0,0,0,1,1,0,0,0
16734,boardgame,Movie Mystery: The Blood of Dracenstein's Castle,2003,6,10,120,120,120,16,0,0,0,1,0,0,0,1,0,0
16735,boardgame,Hide 'n' Thief,1965,2,4,30,30,30,8,9,6.34444,0,23,0,3,9,6,0,0
16736,boardgame,The Grid,2002,2,2,2,2,2,10,1,5.5,0,4,1,1,1,1,0,0
16737,boardgame,Union Pacific,0,2,4,30,30,30,10,8,6.4375,0,16,0,1,4,1,0,0
16738,boardgame,Engineer,1957,2,4,30,30,30,5,0,0,0,8,0,0,0,0,0,0
16739,boardgame,Space Bug,1959,2,4,30,30,30,4,0,0,0,10,1,0,0,1,0,0
16740,boardgame,Grand Fleets,2004,2,2,0,0,0,12,6,7,0,19,0,1,4,6,3,2
16741,boardgame,System 7 Napoleonics,1978,2,2,240,240,240,12,21,6.39286,0,55,3,12,11,16,6,1.6667
16742,boardgame,The Interstate Haul Trucking Game,1986,2,4,1,1,1,10,3,3.83333,0,2,0,0,0,2,1,1
16743,boardgame,The Sovereign Stars,2001,2,2,0,0,0,12,0,0,0,10,1,0,0,0,0,0
16744,boardgame,Battalions In Crisis!,1993,2,10,120,120,120,12,8,6.5,0,20,2,0,1,5,4,3.75
16745,boardgame,Defiance,2001,2,2,0,0,0,12,4,8,0,17,1,0,1,1,3,4
16746,boardgame,Evolution,2005,4,0,45,45,45,12,28,5.39821,0,49,3,2,4,9,3,1.6667
16750,boardgame,Busy Bodies,2004,2,6,30,30,30,6,3,1.66667,0,0,0,0,0,2,3,1.3333
16751,boardgame,Sleigh Wars,1985,2,4,30,30,30,12,7,3.85714,0,23,2,3,5,4,1,2
16753,boardgame,Operation: Veritable,2000,2,2,0,0,0,12,9,6.12222,0,35,1,1,1,10,1,4
16754,boardgameexpansion,The Maple Leaf Forever,2002,2,2,0,0,0,12,1,6,0,9,0,0,3,3,0,0
16755,boardgameexpansion,Target: Damascus,2004,2,2,0,0,0,12,1,8,0,5,1,3,4,2,0,0
16756,boardgame,Trampling Out the Vintage,1999,2,2,0,0,0,12,4,6.75,0,29,1,2,3,4,0,0
16757,boardgame,Blitz Commander,2002,2,2,0,0,0,12,4,4.75,0,9,0,0,2,5,3,2.3333
16758,boardgame,Harvest the Wind,2002,2,2,0,0,0,12,1,5.6,0,11,0,0,2,1,0,0
16759,boardgame,Leetown and Elkhorn Tavern,2002,2,2,0,0,0,12,0,0,0,7,0,1,0,1,0,0
16761,boardgame,Search Diver,2002,2,2,0,0,0,12,5,4.02,0,10,0,0,3,5,3,3
16762,boardgame,Warp Skirmish,2002,2,2,20,20,20,12,8,6.125,0,9,0,0,3,6,2,3
16763,boardgame,Champion of the West,1988,1,2,360,360,360,12,1,6,0,5,0,0,2,3,0,0
16764,boardgame,Get the Picture,1991,2,6,0,0,0,13,2,2,0,7,1,0,0,1,0,0
16766,boardgame,Strange Behavior,2005,4,8,1,1,1,10,0,0,0,0,0,0,0,0,0,0
16767,boardgame,Frantic Frogs,2004,2,4,15,15,15,5,5,6,0,10,2,0,1,8,3,1.3333
16768,boardgame,Finanzmanager,2004,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16769,boardgame,Grasknig,2004,2,7,45,45,45,12,2,4.5,0,4,0,0,0,1,0,0
16773,boardgame,Shifty Checkers,1973,2,2,30,30,30,9,1,3,0,9,1,0,0,1,0,0
16774,boardgame,Sharbriggan,2005,2,2,30,30,30,10,0,0,0,0,0,0,0,0,0,0
16775,boardgameexpansion,Super Add-ons: Monopoly,2005,0,0,0,0,0,8,12,6.797,0,45,2,6,14,8,4,1.5
16776,boardgameexpansion,Folgore,1990,1,2,360,360,360,12,13,7.61538,0,40,2,10,9,11,2,3.5
16778,boardgame,Magneton,2001,2,2,0,0,0,10,6,5.83333,0,8,0,0,0,7,3,1.6667
16779,boardgame,Steel and Crystal,2002,1,1,0,0,0,10,8,3.625,0,14,0,0,2,8,2,2
16780,boardgame,Way of the Warrior,2002,1,1,0,0,0,12,11,5.2,0,23,0,0,5,7,3,3
16782,boardgame,"""In Pursuit of Par"" Par 72 Edition",1986,1,4,40,40,40,12,12,5.00833,0,44,7,1,2,3,4,1.75
16783,boardgame,Magnetic Poetry The Game,2001,2,12,30,30,30,10,7,5.42857,0,23,1,0,1,8,0,0
16785,boardgame,Count N Slide,1992,2,4,15,15,15,0,0,0,0,0,0,0,0,0,0,0
16787,boardgame,Barbie Fun Fashions Memory Game,1992,2,4,0,0,0,5,1,5,0,2,0,0,1,0,0,0
16788,boardgame,Der kleine Schlaumeier,0,2,4,30,30,30,0,0,0,0,0,0,0,0,0,0,0
16789,boardgame,Legepladsen,0,2,4,20,20,20,0,1,5,0,0,0,0,0,1,0,0
16790,boardgame,Best Sellers,2002,2,8,40,40,40,10,5,5.8,0,15,1,1,1,5,0,0
16791,boardgame,Hugo: The Game,1989,2,4,0,0,0,6,1,4,0,2,0,0,0,1,0,0
16794,boardgame,Lo-Xio,2005,2,2,20,20,20,8,1,8,0,0,0,2,1,3,0,0
16795,boardgame,Shaman King Trading Card Game,2004,2,2,0,0,0,10,15,5.5,0,37,3,1,4,11,4,1.75
16796,boardgame,Spinnaker,1985,2,6,0,0,0,0,4,6,0,6,0,4,1,1,0,0
16797,boardgame,Coloroulette,1995,2,6,30,30,30,5,0,0,0,2,0,0,0,0,0,0
16798,boardgame,QUMERO,1985,2,4,45,45,45,0,4,4.5,0,23,3,0,0,3,1,1
16799,boardgame,Action Attraction,1995,1,8,20,20,20,7,5,5.2,0,9,3,1,2,3,1,1
16800,boardgame,Gawp,1996,1,8,30,30,30,7,7,4.27143,0,10,0,1,0,6,5,1.2
16801,boardgame,Triune,1989,2,4,0,0,0,0,3,5.33333,0,29,4,1,0,4,1,2
16802,boardgame,Mastermind Challenge,1970,2,2,30,30,30,8,27,5.5963,0,47,1,3,5,7,4,2
16803,boardgame,Rebus,0,0,0,0,0,0,10,0,0,0,8,0,0,0,0,0,0
16806,boardgame,Galient Panzer Blade,1986,1,2,360,360,360,12,0,0,0,0,0,0,0,0,0,0
16808,boardgame,Tug of Words,1998,2,2,0,0,0,8,3,4.5,0,9,2,0,2,2,1,1
16809,boardgame,Suds,1997,2,4,10,10,10,6,22,5.39545,0,89,8,0,1,16,2,1
16810,boardgameexpansion,Caesar,1991,2,4,360,360,360,14,3,5.83333,0,12,1,0,0,0,2,4.5
16811,boardgame,NWS: Nights of Fury  Guadalcanal Naval Battles,2005,1,2,30,30,30,12,2,7,0,8,1,2,1,1,2,2
16812,boardgame,Future Warriors: Kill Zone,0,2,2,60,60,60,10,7,7.62143,0,28,3,2,1,8,1,2
16813,boardgame,Operation: Aliens,1993,2,4,30,30,30,8,5,5.7,0,18,0,14,20,7,1,2
16814,boardgame,VBAM Source: Empire Rising,2005,2,10,300,300,300,12,5,8.2,0,16,0,1,3,0,0,0
16816,boardgame,Travel  with Woody Woodpecker,1956,2,4,0,0,0,0,0,0,0,4,0,1,1,0,0,0
16817,boardgame,One-on-One Hoops,0,2,4,30,30,30,0,0,0,0,2,0,2,0,0,0,0
16818,boardgame,A Fist Full of Throttle,2005,2,8,0,0,0,0,3,7,0,0,0,0,0,0,0,0
16819,boardgame,Windsurfin game,1986,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16820,boardgame,Where's Waldo? Waldo Watcher Card Game,1991,2,6,0,0,0,0,1,2,0,19,3,0,0,2,0,0
16821,boardgame,The Great Victorian Cycle Race,0,2,4,45,45,45,10,2,4,0,6,0,1,1,2,0,0
16823,boardgame,Goren's Cutthroat Bridge for Three,1968,3,5,0,0,0,10,1,4,0,4,0,0,2,1,0,0
16824,boardgame,U.S.A. Bicentennial Game,1975,2,4,0,0,0,7,1,3,0,5,0,0,0,2,1,1
16825,boardgame,The Game is Nirtz,1961,2,4,0,0,0,10,0,0,0,13,0,0,0,1,0,0
16826,boardgame,Barbarossa Solitaire,2002,1,1,30,30,30,12,27,6.18518,0,60,1,1,14,21,10,1.7
16827,boardgame,Turn The Terrible Tank,1979,2,2,5,5,5,6,7,6.21429,0,11,1,5,4,5,2,1
16828,boardgame,O. - M. Radtourspiel,0,2,6,90,90,90,8,0,0,0,0,0,0,0,0,0,0
16829,boardgame,"La Bataille de l'bre, 1938",2005,2,2,240,240,240,12,24,7.40625,0,156,6,0,3,18,6,2.6667
16831,boardgame,Round the Rails Game,2004,2,4,10,10,10,0,9,4.44444,0,4,0,0,0,8,5,1
16832,boardgameexpansion,Carrier War: the War in the Pacific 1941-1945  1944-1946 Expansion Kit,1988,2,2,480,480,480,12,4,6.9375,0,54,4,5,2,9,1,3
16833,boardgame,My First Brain Quest Preschool Animal Matching,1999,1,4,10,10,10,2,3,6,0,3,0,0,0,2,1,1
16834,boardgame,KISS on Tour Game,1978,2,4,0,0,0,8,3,4.66667,0,6,0,2,5,2,1,1
16835,boardgame,The Great Ontario Trivia Challenge,2000,2,8,0,0,0,10,1,5,0,7,0,0,0,0,0,0
16836,boardgame,Animal Trap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16837,boardgame,Stalingrad,1983,1,2,360,360,360,12,4,6,0,20,1,3,5,3,1,5
16838,boardgame,Operation October Typhoon,1988,1,2,360,360,360,0,0,0,0,5,0,2,3,0,0,0
16839,boardgame,Helicopter Race Game,0,2,4,20,20,20,5,1,3,0,2,0,0,0,1,0,0
16840,boardgame,Scarney 3000,1972,2,2,15,15,15,0,2,1.5,0,4,1,0,1,1,1,1
16841,boardgame,Murder Mystery Party: Murder at Tall Oaks,1996,8,8,180,180,180,18,0,0,0,10,2,0,0,1,0,0
16842,boardgame,Fast Word,2003,2,6,30,30,30,8,1,6,0,2,0,1,0,0,0,0
16843,boardgame,Groucho's You Bet Your Life,1955,1,0,0,0,0,10,1,6,0,7,0,0,0,2,0,0
16844,boardgame,Gators!,2002,2,2,30,30,30,12,2,6.75,0,10,0,0,2,2,2,4.5
16845,boardgameexpansion,Airborne!,2002,2,2,30,30,30,12,1,6,0,8,0,0,2,1,1,4
16847,boardgameexpansion,Gators!: The New OPFOR,2002,2,2,30,30,30,12,1,7.5,0,7,0,0,1,1,0,0
16848,boardgame,S.A.B.O.T.,2004,2,2,30,30,30,12,0,0,0,4,0,0,1,1,0,0
16849,boardgame,Mythfire,2004,2,2,30,30,30,9,1,5,0,7,0,0,1,1,1,3
16850,boardgame,Sark,1949,2,10,45,45,45,0,0,0,0,3,0,0,0,0,0,0
16851,boardgame,Orbital Battle,2002,2,2,30,30,30,12,0,0,0,6,0,1,4,1,0,0
16852,boardgame,Battleland Fantasy Miniature Gaming,2005,2,2,0,0,0,12,2,4.5,0,0,0,0,0,0,0,0
16853,boardgame,Sea Lion,1973,2,2,0,0,0,12,3,4.83333,0,20,3,1,3,5,0,0
16854,boardgame,Corporate,1994,2,5,0,0,0,10,0,0,0,1,0,0,0,0,0,0
16855,boardgameexpansion,Power Monkeys,2000,0,0,0,0,0,12,10,6.2,0,41,4,1,1,5,2,1.5
16856,boardgame,Emlyn Hughes' Team Tactix,1986,2,6,90,90,90,0,6,3.66667,0,10,1,0,0,3,1,1
16857,boardgame,Verflixt und ausgebxt,2002,2,4,15,15,15,4,2,6.5,0,7,0,0,0,2,0,0
16859,boardgame,Intimate,2000,2,4,60,60,60,18,1,2,0,5,0,0,1,2,0,0
16861,boardgame,Rotundo,1980,2,2,20,20,20,0,0,0,0,1,0,0,0,0,0,0
16863,boardgame,Pike City Arena,2000,2,4,0,0,0,10,0,0,0,1,0,0,0,0,0,0
16864,boardgame,Dash Hounds Game,1988,2,4,0,0,0,6,1,5,0,3,0,0,0,2,1,1
16865,boardgameexpansion,"Those Ragged Bloody Heroes. The Australian 7th Division at Gona: November 29-December 10, 1942",1998,2,2,120,120,120,12,9,7,0,55,0,3,3,1,1,5
16866,boardgame,Klin Zha,1989,2,2,0,0,0,12,4,6.75,0,8,0,1,6,3,1,3
16867,boardgame,Axis Threat,1981,1,2,360,360,360,12,0,0,0,0,0,0,0,0,0,0
16868,boardgame,Bodycount in Laos,1981,1,2,360,360,360,12,1,1,0,1,0,0,0,0,0,0
16869,boardgame,Pocket Trivia: Gen-X 80s & 90s,1999,2,2,60,60,60,12,2,7,0,4,0,0,2,2,0,0
16870,boardgame,Das Prestel Sulenspiel,2004,1,4,15,15,15,8,8,4.75,0,28,1,2,3,4,0,0
16871,boardgame,Alquimix,0,2,4,0,0,0,0,3,5.83333,0,7,1,0,0,0,0,0
16872,boardgame,It's a Small World Game,1967,2,4,0,0,0,5,2,6.5,0,1,0,2,6,1,0,0
16874,boardgame,Vince Lombardi's Game,1970,2,2,0,0,0,10,16,7.5475,0,32,4,3,7,8,3,2
16876,boardgame,First Down!,1970,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
16877,boardgame,Traffic Patrol,0,2,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0
16878,boardgame,18 Wheel'n,1976,2,4,0,0,0,0,0,0,0,0,0,1,3,0,0,0
16879,boardgame,Battlefield Command,1998,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0
16880,boardgame,Escape From Pirate Island,0,2,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0
16881,boardgame,Pacific Fleet Command,0,2,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0
16882,boardgame,Convoy Defender,1997,2,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0
16883,boardgame,Adventures of Sir Lancelot,1957,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0
